Team	Year	Kicker	Distance	Success
HOU	2005	Brown	24	1
HOU	2005	Brown	22	1
HOU	2005	Brown	39	1
HOU	2005	Brown	46	0
HOU	2005	Brown	35	1
HOU	2005	Brown	39	1
HOU	2005	Brown	26	1
HOU	2005	Brown	22	1
HOU	2005	Brown	29	1
HOU	2005	Brown	39	1
HOU	2005	Brown	30	1
HOU	2005	Brown	37	0
HOU	2005	Brown	31	0
HOU	2005	Brown	27	1
HOU	2005	Brown	41	1
HOU	2005	Brown	26	1
HOU	2005	Brown	37	1
HOU	2005	Brown	53	1
HOU	2005	Brown	38	0
HOU	2005	Brown	48	0
HOU	2005	Brown	21	1
HOU	2005	Brown	31	0
TB	2005	Bryant	41	1
TB	2005	Bryant	40	1
TB	2005	Bryant	42	1
TB	2005	Bryant	43	1
TB	2005	Bryant	46	0
TB	2005	Bryant	35	1
TB	2005	Bryant	36	1
TB	2005	Bryant	43	1
TB	2005	Bryant	30	1
TB	2005	Bryant	36	1
TB	2005	Bryant	32	1
TB	2005	Bryant	47	1
TB	2005	Bryant	52	0
TB	2005	Bryant	31	1
TB	2005	Bryant	45	1
TB	2005	Bryant	45	1
TB	2005	Bryant	27	1
TB	2005	Bryant	29	0
TB	2005	Bryant	34	1
TB	2005	Bryant	36	1
TB	2005	Bryant	50	1
TB	2005	Bryant	27	0
TB	2005	Bryant	41	1
TB	2005	Bryant	46	1
TB	2005	Bryant	26	1
TB	2005	Bryant	43	1
NO	2005	Carney	29	1
NO	2005	Carney	48	1
NO	2005	Carney	47	1
NO	2005	Carney	21	1
NO	2005	Carney	29	0
NO	2005	Carney	22	1
NO	2005	Carney	23	1
NO	2005	Carney	40	1
NO	2005	Carney	32	0
NO	2005	Carney	20	1
NO	2005	Carney	37	1
NO	2005	Carney	33	1
NO	2005	Carney	43	0
NO	2005	Carney	43	0
NO	2005	Carney	19	1
NO	2005	Carney	47	0
NO	2005	Carney	45	0
NO	2005	Carney	22	1
NO	2005	Carney	26	1
NO	2005	Carney	49	1
NO	2005	Carney	22	1
NO	2005	Carney	30	0
NO	2005	Carney	46	1
NO	2005	Carney	26	1
NO	2005	Carney	47	1
NO	2005	Carney	44	1
NO	2005	Carney	35	1
NO	2005	Carney	47	1
NO	2005	Carney	33	1
NO	2005	Carney	20	1
NO	2005	Carney	25	1
NO	2005	Carney	24	1
DAL	2005	Cortez	41	0
DAL	2005	Cortez	33	1
DAL	2005	Cortez	41	1
DAL	2005	Cortez	29	1
DAL	2005	Cortez	30	1
DAL	2005	Cortez	28	1
DAL	2005	Cortez	33	1
DAL	2005	Cortez	37	1
DAL	2005	Cortez	45	1
DAL	2005	Cortez	49	0
DAL	2005	Cortez	48	0
DAL	2005	Cortez	29	1
DAL	2005	Cortez	28	1
DAL	2005	Cortez	45	1
DAL	2005	Cortez	29	0
DAL	2005	Cortez	21	1
SF	2005	Cortez	34	0
DAL	2005	Cundiff	19	1
DAL	2005	Cundiff	56	1
DAL	2005	Cundiff	34	0
DAL	2005	Cundiff	34	1
DAL	2005	Cundiff	34	1
DAL	2005	Cundiff	38	0
DAL	2005	Cundiff	24	1
DAL	2005	Cundiff	32	0
CLE	2005	Dawson	29	1
CLE	2005	Dawson	34	1
CLE	2005	Dawson	21	1
CLE	2005	Dawson	39	1
CLE	2005	Dawson	40	1
CLE	2005	Dawson	22	1
CLE	2005	Dawson	19	1
CLE	2005	Dawson	44	1
CLE	2005	Dawson	24	1
CLE	2005	Dawson	30	1
CLE	2005	Dawson	28	1
CLE	2005	Dawson	29	1
CLE	2005	Dawson	37	1
CLE	2005	Dawson	37	1
CLE	2005	Dawson	19	1
CLE	2005	Dawson	39	0
CLE	2005	Dawson	23	1
CLE	2005	Dawson	40	1
CLE	2005	Dawson	24	1
CLE	2005	Dawson	32	1
CLE	2005	Dawson	38	1
CLE	2005	Dawson	34	0
CLE	2005	Dawson	41	1
CLE	2005	Dawson	29	1
CLE	2005	Dawson	44	1
CLE	2005	Dawson	24	1
CLE	2005	Dawson	37	1
CLE	2005	Dawson	21	1
CLE	2005	Dawson	39	1
MIN	2005	Edinger	53	1
MIN	2005	Edinger	22	1
MIN	2005	Edinger	24	1
MIN	2005	Edinger	33	0
MIN	2005	Edinger	28	1
MIN	2005	Edinger	48	1
MIN	2005	Edinger	34	1
MIN	2005	Edinger	43	1
MIN	2005	Edinger	52	0
MIN	2005	Edinger	23	1
MIN	2005	Edinger	32	0
MIN	2005	Edinger	27	1
MIN	2005	Edinger	22	1
MIN	2005	Edinger	56	1
MIN	2005	Edinger	33	0
MIN	2005	Edinger	21	1
MIN	2005	Edinger	52	0
MIN	2005	Edinger	40	1
MIN	2005	Edinger	40	0
MIN	2005	Edinger	32	0
MIN	2005	Edinger	48	1
MIN	2005	Edinger	49	0
MIN	2005	Edinger	24	1
MIN	2005	Edinger	27	1
MIN	2005	Edinger	43	1
MIN	2005	Edinger	37	1
MIN	2005	Edinger	44	1
MIN	2005	Edinger	20	1
MIN	2005	Edinger	32	0
MIN	2005	Edinger	36	1
MIN	2005	Edinger	40	1
MIN	2005	Edinger	46	1
MIN	2005	Edinger	54	1
MIN	2005	Edinger	27	1
DEN	2005	Elam	28	1
DEN	2005	Elam	45	1
DEN	2005	Elam	53	0
DEN	2005	Elam	53	0
DEN	2005	Elam	41	1
DEN	2005	Elam	30	1
DEN	2005	Elam	51	1
DEN	2005	Elam	25	1
DEN	2005	Elam	46	0
DEN	2005	Elam	41	0
DEN	2005	Elam	46	0
DEN	2005	Elam	33	1
DEN	2005	Elam	42	1
DEN	2005	Elam	49	1
DEN	2005	Elam	42	1
DEN	2005	Elam	27	1
DEN	2005	Elam	49	0
DEN	2005	Elam	22	1
DEN	2005	Elam	38	1
DEN	2005	Elam	25	1
DEN	2005	Elam	26	1
DEN	2005	Elam	47	1
DEN	2005	Elam	24	1
DEN	2005	Elam	22	1
DEN	2005	Elam	40	1
DEN	2005	Elam	47	1
DEN	2005	Elam	48	1
DEN	2005	Elam	29	1
DEN	2005	Elam	33	1
DEN	2005	Elam	34	1
DEN	2005	Elam	52	0
DEN	2005	Elam	28	0
DEN	2005	Elam	50	1
DEN	2005	Elam	34	1
DEN	2005	Elam	23	1
BAL	2005	Elling	54	0
NYG	2005	Feely	39	1
NYG	2005	Feely	30	1
NYG	2005	Feely	22	1
NYG	2005	Feely	40	1
NYG	2005	Feely	28	1
NYG	2005	Feely	38	1
NYG	2005	Feely	32	1
NYG	2005	Feely	23	1
NYG	2005	Feely	50	1
NYG	2005	Feely	45	1
NYG	2005	Feely	52	1
NYG	2005	Feely	39	1
NYG	2005	Feely	50	1
NYG	2005	Feely	51	0
NYG	2005	Feely	33	1
NYG	2005	Feely	39	1
NYG	2005	Feely	44	1
NYG	2005	Feely	22	1
NYG	2005	Feely	35	1
NYG	2005	Feely	48	1
NYG	2005	Feely	28	0
NYG	2005	Feely	26	1
NYG	2005	Feely	27	1
NYG	2005	Feely	39	1
NYG	2005	Feely	43	1
NYG	2005	Feely	40	0
NYG	2005	Feely	54	0
NYG	2005	Feely	45	0
NYG	2005	Feely	27	1
NYG	2005	Feely	33	0
NYG	2005	Feely	24	1
NYG	2005	Feely	21	1
NYG	2005	Feely	27	1
NYG	2005	Feely	36	1
NYG	2005	Feely	41	1
NYG	2005	Feely	35	1
NYG	2005	Feely	47	1
NYG	2005	Feely	29	0
NYG	2005	Feely	38	1
NYG	2005	Feely	25	1
NYG	2005	Feely	38	1
NYG	2005	Feely	46	1
PHI	2005	France	40	0
PHI	2005	France	44	1
PHI	2005	France	37	1
PHI	2005	France	26	1
PHI	2005	France	23	1
PHI	2005	France	23	1
PHI	2005	France	40	1
TB	2005	France	43	0
TB	2005	France	28	1
CHI	2005	Gould	44	1
CHI	2005	Gould	48	0
CHI	2005	Gould	23	1
CHI	2005	Gould	47	0
CHI	2005	Gould	38	1
CHI	2005	Gould	20	1
CHI	2005	Gould	35	1
CHI	2005	Gould	47	0
CHI	2005	Gould	28	1
CHI	2005	Gould	39	0
CHI	2005	Gould	37	1
CHI	2005	Gould	33	1
CHI	2005	Gould	39	1
CHI	2005	Gould	25	1
CHI	2005	Gould	36	1
CHI	2005	Gould	21	1
CHI	2005	Gould	40	1
CHI	2005	Gould	25	1
CHI	2005	Gould	35	1
CHI	2005	Gould	43	0
CHI	2005	Gould	29	1
CHI	2005	Gould	35	1
CHI	2005	Gould	29	1
CHI	2005	Gould	39	1
CHI	2005	Gould	44	0
CHI	2005	Gould	45	1
CHI	2005	Gould	22	1
CIN	2005	Graham	32	1
CIN	2005	Graham	23	1
CIN	2005	Graham	40	1
CIN	2005	Graham	29	1
CIN	2005	Graham	30	1
CIN	2005	Graham	33	1
CIN	2005	Graham	24	1
CIN	2005	Graham	42	0
CIN	2005	Graham	27	1
CIN	2005	Graham	46	1
CIN	2005	Graham	31	1
CIN	2005	Graham	48	1
CIN	2005	Graham	52	0
CIN	2005	Graham	21	1
CIN	2005	Graham	30	0
CIN	2005	Graham	26	1
CIN	2005	Graham	39	1
CIN	2005	Graham	48	0
CIN	2005	Graham	43	1
CIN	2005	Graham	41	1
CIN	2005	Graham	44	1
CIN	2005	Graham	26	1
CIN	2005	Graham	31	1
CIN	2005	Graham	30	1
CIN	2005	Graham	21	1
CIN	2005	Graham	27	1
CIN	2005	Graham	37	1
CIN	2005	Graham	28	1
CIN	2005	Graham	33	1
CIN	2005	Graham	31	1
CIN	2005	Graham	27	1
CIN	2005	Graham	49	1
CIN	2005	Graham	23	1
WAS	2005	Hall	45	0
WAS	2005	Hall	38	1
WAS	2005	Hall	40	1
WAS	2005	Hall	43	1
WAS	2005	Hall	19	1
WAS	2005	Hall	24	1
WAS	2005	Hall	33	1
WAS	2005	Hall	40	1
WAS	2005	Hall	24	1
WAS	2005	Hall	45	1
WAS	2005	Hall	38	1
WAS	2005	Hall	53	0
WAS	2005	Hall	41	1
WAS	2005	Hall	25	1
WAS	2005	Hall	47	1
WAS	2005	Hall	26	1
WAS	2005	Hall	36	0
DET	2005	Hanson	21	1
DET	2005	Hanson	44	1
DET	2005	Hanson	23	1
DET	2005	Hanson	47	0
DET	2005	Hanson	52	1
DET	2005	Hanson	25	1
DET	2005	Hanson	47	0
DET	2005	Hanson	47	1
DET	2005	Hanson	50	1
DET	2005	Hanson	46	0
DET	2005	Hanson	32	1
DET	2005	Hanson	30	1
DET	2005	Hanson	51	0
DET	2005	Hanson	26	1
DET	2005	Hanson	20	1
DET	2005	Hanson	50	0
DET	2005	Hanson	45	1
DET	2005	Hanson	26	1
DET	2005	Hanson	28	1
DET	2005	Hanson	19	1
DET	2005	Hanson	23	1
DET	2005	Hanson	45	1
DET	2005	Hanson	21	1
DET	2005	Hanson	39	1
OAK	2005	Janikowski	43	0
OAK	2005	Janikowski	29	1
OAK	2005	Janikowski	50	0
OAK	2005	Janikowski	49	0
OAK	2005	Janikowski	28	1
OAK	2005	Janikowski	26	1
OAK	2005	Janikowski	37	0
OAK	2005	Janikowski	30	1
OAK	2005	Janikowski	23	1
OAK	2005	Janikowski	49	1
OAK	2005	Janikowski	43	1
OAK	2005	Janikowski	25	1
OAK	2005	Janikowski	22	1
OAK	2005	Janikowski	32	1
OAK	2005	Janikowski	32	1
OAK	2005	Janikowski	49	1
OAK	2005	Janikowski	48	1
OAK	2005	Janikowski	45	0
OAK	2005	Janikowski	40	1
OAK	2005	Janikowski	30	1
OAK	2005	Janikowski	45	0
OAK	2005	Janikowski	25	1
OAK	2005	Janikowski	19	1
OAK	2005	Janikowski	37	1
OAK	2005	Janikowski	61	0
OAK	2005	Janikowski	42	1
OAK	2005	Janikowski	29	0
OAK	2005	Janikowski	51	0
OAK	2005	Janikowski	46	0
OAK	2005	Janikowski	43	1
SD	2005	Kaeding	33	1
SD	2005	Kaeding	42	1
SD	2005	Kaeding	44	1
SD	2005	Kaeding	42	1
SD	2005	Kaeding	21	1
SD	2005	Kaeding	34	1
SD	2005	Kaeding	32	1
SD	2005	Kaeding	41	1
SD	2005	Kaeding	32	1
SD	2005	Kaeding	33	1
SD	2005	Kaeding	34	1
SD	2005	Kaeding	40	0
SD	2005	Kaeding	18	1
SD	2005	Kaeding	28	1
SD	2005	Kaeding	38	1
SD	2005	Kaeding	42	0
SD	2005	Kaeding	46	0
SD	2005	Kaeding	48	1
SD	2005	Kaeding	41	1
SD	2005	Kaeding	32	1
SD	2005	Kaeding	36	1
SD	2005	Kaeding	20	1
SD	2005	Kaeding	48	1
SD	2005	Kaeding	49	1
CAR	2005	Kasay	39	1
CAR	2005	Kasay	46	1
CAR	2005	Kasay	51	1
CAR	2005	Kasay	52	1
CAR	2005	Kasay	52	1
CAR	2005	Kasay	32	1
CAR	2005	Kasay	38	1
CAR	2005	Kasay	46	1
CAR	2005	Kasay	53	0
CAR	2005	Kasay	62	0
CAR	2005	Kasay	52	0
CAR	2005	Kasay	56	0
CAR	2005	Kasay	44	1
CAR	2005	Kasay	30	1
CAR	2005	Kasay	20	1
CAR	2005	Kasay	23	1
CAR	2005	Kasay	42	1
CAR	2005	Kasay	28	1
CAR	2005	Kasay	46	0
CAR	2005	Kasay	38	1
CAR	2005	Kasay	25	1
CAR	2005	Kasay	45	0
CAR	2005	Kasay	25	1
CAR	2005	Kasay	20	1
CAR	2005	Kasay	42	0
CAR	2005	Kasay	39	1
CAR	2005	Kasay	32	1
CAR	2005	Kasay	50	0
CAR	2005	Kasay	29	1
CAR	2005	Kasay	24	1
CAR	2005	Kasay	47	1
CAR	2005	Kasay	19	1
CAR	2005	Kasay	41	1
CAR	2005	Kasay	34	1
CAR	2005	Kasay	31	1
CAR	2005	Kasay	45	1
CAR	2005	Kasay	18	1
CAR	2005	Kasay	20	1
CAR	2005	Kasay	38	1
CAR	2005	Kasay	37	1
ATL	2005	Koenen	58	1
ATL	2005	Koenen	55	0
BUF	2005	Lindell	35	1
BUF	2005	Lindell	21	1
BUF	2005	Lindell	42	1
BUF	2005	Lindell	39	1
BUF	2005	Lindell	31	1
BUF	2005	Lindell	40	1
BUF	2005	Lindell	36	1
BUF	2005	Lindell	41	1
BUF	2005	Lindell	30	1
BUF	2005	Lindell	45	0
BUF	2005	Lindell	24	1
BUF	2005	Lindell	47	1
BUF	2005	Lindell	50	1
BUF	2005	Lindell	38	1
BUF	2005	Lindell	41	1
BUF	2005	Lindell	46	0
BUF	2005	Lindell	23	1
BUF	2005	Lindell	35	1
BUF	2005	Lindell	41	1
BUF	2005	Lindell	28	0
BUF	2005	Lindell	31	0
BUF	2005	Lindell	53	1
BUF	2005	Lindell	31	1
BUF	2005	Lindell	45	1
BUF	2005	Lindell	33	1
BUF	2005	Lindell	32	0
BUF	2005	Lindell	31	1
BUF	2005	Lindell	21	1
BUF	2005	Lindell	24	1
BUF	2005	Lindell	48	0
BUF	2005	Lindell	22	1
BUF	2005	Lindell	21	1
BUF	2005	Lindell	24	1
BUF	2005	Lindell	52	1
BUF	2005	Lindell	36	1
GB	2005	Longwell	50	1
GB	2005	Longwell	34	1
GB	2005	Longwell	42	0
GB	2005	Longwell	32	1
GB	2005	Longwell	26	1
GB	2005	Longwell	53	0
GB	2005	Longwell	53	1
GB	2005	Longwell	42	0
GB	2005	Longwell	39	1
GB	2005	Longwell	40	1
GB	2005	Longwell	31	0
GB	2005	Longwell	46	1
GB	2005	Longwell	23	1
GB	2005	Longwell	53	1
GB	2005	Longwell	51	1
GB	2005	Longwell	46	1
GB	2005	Longwell	36	1
GB	2005	Longwell	38	0
GB	2005	Longwell	39	1
GB	2005	Longwell	28	1
GB	2005	Longwell	27	1
GB	2005	Longwell	38	0
GB	2005	Longwell	39	0
GB	2005	Longwell	26	1
GB	2005	Longwell	26	1
GB	2005	Longwell	32	1
GB	2005	Longwell	28	1
MIA	2005	Mare	29	1
MIA	2005	Mare	44	1
MIA	2005	Mare	21	0
MIA	2005	Mare	27	1
MIA	2005	Mare	32	1
MIA	2005	Mare	47	1
MIA	2005	Mare	53	1
MIA	2005	Mare	33	1
MIA	2005	Mare	23	1
MIA	2005	Mare	37	1
MIA	2005	Mare	36	1
MIA	2005	Mare	41	1
MIA	2005	Mare	46	1
MIA	2005	Mare	36	0
MIA	2005	Mare	28	1
MIA	2005	Mare	31	0
MIA	2005	Mare	36	1
MIA	2005	Mare	38	0
MIA	2005	Mare	27	1
MIA	2005	Mare	23	1
MIA	2005	Mare	29	1
MIA	2005	Mare	39	1
MIA	2005	Mare	20	1
MIA	2005	Mare	53	0
MIA	2005	Mare	32	1
MIA	2005	Mare	25	1
MIA	2005	Mare	36	1
MIA	2005	Mare	38	1
MIA	2005	Mare	41	1
MIA	2005	Mare	42	1
SF	2005	Nedney	32	1
SF	2005	Nedney	20	1
SF	2005	Nedney	30	1
SF	2005	Nedney	47	1
SF	2005	Nedney	45	1
SF	2005	Nedney	47	1
SF	2005	Nedney	41	1
SF	2005	Nedney	46	1
SF	2005	Nedney	28	1
SF	2005	Nedney	39	0
SF	2005	Nedney	48	1
SF	2005	Nedney	52	1
SF	2005	Nedney	30	1
SF	2005	Nedney	52	0
SF	2005	Nedney	34	1
SF	2005	Nedney	29	1
SF	2005	Nedney	33	1
SF	2005	Nedney	31	1
SF	2005	Nedney	40	1
SF	2005	Nedney	22	1
SF	2005	Nedney	48	1
SF	2005	Nedney	39	1
SF	2005	Nedney	35	1
SF	2005	Nedney	47	1
SF	2005	Nedney	33	1
SF	2005	Nedney	56	1
SF	2005	Nedney	42	1
SF	2005	Nedney	33	1
WAS	2005	Novak	39	0
WAS	2005	Novak	40	1
WAS	2005	Novak	39	1
WAS	2005	Novak	34	1
WAS	2005	Novak	38	0
WAS	2005	Novak	36	1
WAS	2005	Novak	27	1
ARI	2005	Novak	30	1
ARI	2005	Novak	35	1
ARI	2005	Novak	19	1
NYJ	2005	Nugent	28	0
NYJ	2005	Nugent	41	1
NYJ	2005	Nugent	35	1
NYJ	2005	Nugent	25	1
NYJ	2005	Nugent	21	1
NYJ	2005	Nugent	40	0
NYJ	2005	Nugent	48	0
NYJ	2005	Nugent	44	1
NYJ	2005	Nugent	51	0
NYJ	2005	Nugent	35	1
NYJ	2005	Nugent	22	1
NYJ	2005	Nugent	22	1
NYJ	2005	Nugent	29	1
NYJ	2005	Nugent	45	1
NYJ	2005	Nugent	41	1
NYJ	2005	Nugent	38	1
NYJ	2005	Nugent	53	0
NYJ	2005	Nugent	38	1
NYJ	2005	Nugent	33	1
NYJ	2005	Nugent	20	1
NYJ	2005	Nugent	35	1
NYJ	2005	Nugent	21	1
NYJ	2005	Nugent	42	1
NYJ	2005	Nugent	42	1
NYJ	2005	Nugent	49	1
NYJ	2005	Nugent	43	0
NYJ	2005	Nugent	25	1
NYJ	2005	Nugent	34	1
ATL	2005	Peterson	30	1
ATL	2005	Peterson	27	1
ATL	2005	Peterson	38	1
ATL	2005	Peterson	26	1
ATL	2005	Peterson	39	1
ATL	2005	Peterson	33	1
ATL	2005	Peterson	37	1
ATL	2005	Peterson	36	1
ATL	2005	Peterson	22	1
ATL	2005	Peterson	41	1
ATL	2005	Peterson	21	1
ATL	2005	Peterson	37	1
ATL	2005	Peterson	31	1
ATL	2005	Peterson	20	1
ATL	2005	Peterson	21	1
ATL	2005	Peterson	23	1
ATL	2005	Peterson	36	1
ATL	2005	Peterson	43	1
ATL	2005	Peterson	49	0
ATL	2005	Peterson	43	1
ATL	2005	Peterson	20	1
ATL	2005	Peterson	30	1
ATL	2005	Peterson	31	1
ATL	2005	Peterson	28	0
ATL	2005	Peterson	29	1
ARI	2005	Rackers	24	1
ARI	2005	Rackers	42	1
ARI	2005	Rackers	29	1
ARI	2005	Rackers	26	1
ARI	2005	Rackers	48	1
ARI	2005	Rackers	35	1
ARI	2005	Rackers	54	1
ARI	2005	Rackers	39	1
ARI	2005	Rackers	50	1
ARI	2005	Rackers	39	1
ARI	2005	Rackers	40	1
ARI	2005	Rackers	45	1
ARI	2005	Rackers	48	1
ARI	2005	Rackers	23	1
ARI	2005	Rackers	43	1
ARI	2005	Rackers	24	1
ARI	2005	Rackers	39	1
ARI	2005	Rackers	49	1
ARI	2005	Rackers	33	1
ARI	2005	Rackers	24	1
ARI	2005	Rackers	52	1
ARI	2005	Rackers	47	1
ARI	2005	Rackers	23	1
ARI	2005	Rackers	31	1
ARI	2005	Rackers	50	1
ARI	2005	Rackers	44	1
ARI	2005	Rackers	51	1
ARI	2005	Rackers	28	1
ARI	2005	Rackers	32	1
ARI	2005	Rackers	33	1
ARI	2005	Rackers	51	1
ARI	2005	Rackers	43	0
ARI	2005	Rackers	42	1
ARI	2005	Rackers	44	1
ARI	2005	Rackers	20	1
ARI	2005	Rackers	26	1
ARI	2005	Rackers	42	1
ARI	2005	Rackers	32	1
ARI	2005	Rackers	32	1
ARI	2005	Rackers	54	0
ARI	2005	Rackers	28	1
ARI	2005	Rackers	42	1
IND	2005	Rayner	59	0
PIT	2005	Reed	44	1
PIT	2005	Reed	27	1
PIT	2005	Reed	37	1
PIT	2005	Reed	35	1
PIT	2005	Reed	33	1
PIT	2005	Reed	52	0
PIT	2005	Reed	24	1
PIT	2005	Reed	40	1
PIT	2005	Reed	29	1
PIT	2005	Reed	46	0
PIT	2005	Reed	27	1
PIT	2005	Reed	39	1
PIT	2005	Reed	42	1
PIT	2005	Reed	37	1
PIT	2005	Reed	32	1
PIT	2005	Reed	24	1
PIT	2005	Reed	51	0
PIT	2005	Reed	42	1
PIT	2005	Reed	33	1
PIT	2005	Reed	44	0
PIT	2005	Reed	44	1
PIT	2005	Reed	37	1
PIT	2005	Reed	41	0
PIT	2005	Reed	23	1
PIT	2005	Reed	21	1
PIT	2005	Reed	41	1
PIT	2005	Reed	26	1
PIT	2005	Reed	26	1
PIT	2005	Reed	31	1
PIT	2005	Reed	21	1
PIT	2005	Reed	47	1
PIT	2005	Reed	42	1
JAC	2005	Scobee	23	1
JAC	2005	Scobee	41	1
JAC	2005	Scobee	43	0
JAC	2005	Scobee	29	1
JAC	2005	Scobee	41	1
JAC	2005	Scobee	42	0
JAC	2005	Scobee	28	1
JAC	2005	Scobee	32	1
JAC	2005	Scobee	40	1
JAC	2005	Scobee	32	1
JAC	2005	Scobee	51	1
JAC	2005	Scobee	53	1
JAC	2005	Scobee	23	1
JAC	2005	Scobee	49	0
JAC	2005	Scobee	44	0
JAC	2005	Scobee	48	1
JAC	2005	Scobee	33	1
JAC	2005	Scobee	26	1
JAC	2005	Scobee	31	1
JAC	2005	Scobee	30	1
JAC	2005	Scobee	38	0
JAC	2005	Scobee	24	1
JAC	2005	Scobee	29	1
JAC	2005	Scobee	27	1
JAC	2005	Scobee	52	0
JAC	2005	Scobee	32	1
JAC	2005	Scobee	40	0
JAC	2005	Scobee	26	1
JAC	2005	Scobee	46	1
JAC	2005	Scobee	38	1
JAC	2005	Scobee	36	1
JAC	2005	Scobee	41	0
BAL	2005	Stover	38	0
BAL	2005	Stover	47	0
BAL	2005	Stover	45	0
BAL	2005	Stover	30	1
BAL	2005	Stover	42	1
BAL	2005	Stover	25	1
BAL	2005	Stover	46	1
BAL	2005	Stover	39	1
BAL	2005	Stover	27	1
BAL	2005	Stover	38	1
BAL	2005	Stover	40	1
BAL	2005	Stover	29	1
BAL	2005	Stover	22	1
BAL	2005	Stover	43	0
BAL	2005	Stover	40	1
BAL	2005	Stover	49	1
BAL	2005	Stover	47	1
BAL	2005	Stover	34	1
BAL	2005	Stover	32	1
BAL	2005	Stover	31	1
BAL	2005	Stover	41	1
BAL	2005	Stover	47	1
BAL	2005	Stover	25	1
BAL	2005	Stover	44	1
BAL	2005	Stover	38	1
BAL	2005	Stover	29	1
BAL	2005	Stover	23	1
BAL	2005	Stover	40	1
BAL	2005	Stover	37	1
BAL	2005	Stover	38	1
BAL	2005	Stover	19	1
BAL	2005	Stover	21	1
BAL	2005	Stover	43	1
BAL	2005	Stover	31	1
DAL	2005	Suisham	21	1
DAL	2005	Suisham	21	1
DAL	2005	Suisham	22	1
DAL	2005	Suisham	47	0
KC	2005	Tynes	41	1
KC	2005	Tynes	38	1
KC	2005	Tynes	32	0
KC	2005	Tynes	31	1
KC	2005	Tynes	46	0
KC	2005	Tynes	39	1
KC	2005	Tynes	42	1
KC	2005	Tynes	28	1
KC	2005	Tynes	38	1
KC	2005	Tynes	20	1
KC	2005	Tynes	38	1
KC	2005	Tynes	30	1
KC	2005	Tynes	51	1
KC	2005	Tynes	52	1
KC	2005	Tynes	34	1
KC	2005	Tynes	20	1
KC	2005	Tynes	27	1
KC	2005	Tynes	47	1
KC	2005	Tynes	35	1
KC	2005	Tynes	44	0
KC	2005	Tynes	43	0
KC	2005	Tynes	35	1
KC	2005	Tynes	25	1
KC	2005	Tynes	20	1
KC	2005	Tynes	33	1
